EmployeeNumber,Surname,GivenName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit,MonthlySalary,AnnualSalary,AnnualLeave,SickLeave,OnLeave
2133,Barnes,Frank,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,45.77747214,4.863227631,70.27671217,Stores,1000,12000,9,0,0
2134,Tovar,Jose,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,70.02698272,7.191061003,148.6000887,Stores,2000,24000,0,2,0
2135,London,Michael,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.78051719,3.7792872889999996,56.25846152,Stores,1000,12000,13,0,0
2136,Malley,Amanda,F,Fort St James,Dairy Person,Dairy,Prince George,Stores,41.64540542,2.8800265639999996,104.12242370000001,Stores,1000,12000,11,1,0
2137,Hoskins,Roberta,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,60.24202058,4.763843716,165.2637465,Stores,900,10800,8,3,0
2138,Chacon,David,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,43.36869023,4.01383865,45.57535468,Stores,1000,12000,2,2,0
2139,Gadsden,Mary,F,Fulford Harbour,Dairy Person,Dairy,Victoria,Stores,16.62042679,6.411542497999999,0.0,Stores,1000,12000,0,1,0
2140,Hyman,Yvette,F,Pitt Meadows,Dairy Person,Dairy,Pitt Meadows,Stores,39.22592116,5.417870367999999,52.21695341,Stores,1000,12000,10,0,0
2141,Thorson,Sharon,F,Cobble Hill,Meat Cutter,Meats,Victoria,Stores,61.68527682,4.4749630819999995,176.7059388,Stores,900,10800,9,3,0
2142,August,Joseph,M,Enderby,Meat Cutter,Meats,Vernon,Stores,34.44130646,4.109002582,0.0,Stores,900,10800,7,2,1
2143,Bigler,Peter,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,37.22714046,5.182657787,54.24742995,Stores,900,10800,13,2,0
2144,Depriest,Samuel,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,24.78761532,4.731462225,0.0,Stores,1000,12000,11,2,0
2145,Delacruz,Jonathan,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,42.67830957,4.894852786,72.5388464,Stores,900,10800,10,1,0
2146,Peterson,Brian,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,40.65494864,3.735881387,35.776290100000004,Stores,2000,24000,2,1,0
2147,Lewis,Donna,F,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,46.83538236,4.653474094,107.00148279999999,Stores,900,10800,7,2,1
2148,Moss,Weldon,M,Victoria,Meat Cutter,Meats,Victoria,Stores,53.6839503,5.44605293,41.67430954,Stores,900,10800,7,0,0
2149,Jason,Ruth,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,56.2692659,3.007416027,147.7579583,Stores,2000,24000,8,1,0
2150,Baumeister,Joshua,M,Dawson Creek,Dairy Person,Dairy,Dawson Creek,Stores,56.87186462,5.382679358,93.33760414,Stores,1000,12000,4,3,0
2151,Durkee,Perry,M,Prince George,Dairy Person,Dairy,Prince George,Stores,40.82179272,2.142509516,72.26387197,Stores,1000,12000,6,0,0
2152,Brown,Lloyd,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,32.95005355,2.8292526139999996,0.0,Stores,2000,24000,6,3,0
2153,Stevenson,Phil,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,39.04902104,4.946033676,0.0,Stores,900,10800,8,2,1
2154,Lynch,Robin,F,Surrey,Meat Cutter,Meats,Surrey,Stores,45.69016258,4.007000996,118.91135179999999,Stores,900,10800,13,3,0
2155,Eubanks,Marianna,F,Vanderhoof,Meat Cutter,Meats,Prince George,Stores,29.49482378,5.329618208,1.949543905,Stores,900,10800,7,0,1
2156,Wilson,Shaun,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,51.76619092,1.86728528,108.6699557,Stores,900,10800,10,1,1
2157,Cleveland,Sara,F,Victoria,Meat Cutter,Meats,Victoria,Stores,25.04522916,6.642343996,0.0,Stores,900,10800,9,3,1
2158,Johnson,Martin,M,Clinton,Meat Cutter,Meats,Kamloops,Stores,40.60118536,5.555928719,38.30232484,Stores,900,10800,14,2,1
2159,Simmons,Stefanie,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,35.58236457,4.18996577,16.57282261,Stores,900,10800,4,0,1
2160,Dang,William,M,Huntingdon,Meat Cutter,Meats,Abbotsford,Stores,44.56548797,5.316703212,29.94193707,Stores,900,10800,9,0,1
2161,Bowen,Kevin,M,Beaver Valley,Processed Foods Manager,Processed Foods,Williams Lake,Stores,28.41035182,3.8997352010000004,0.0,Stores,11000,132000,1,1,0
2162,May,Stephen,M,Richmond,Dairy Person,Dairy,Richmond,Stores,46.402052000000005,5.94454074,124.4482058,Stores,1000,12000,5,0,0
2163,Danner,Randy,M,Victoria,Meat Cutter,Meats,Victoria,Stores,49.39801549,5.341005078999999,115.5361798,Stores,900,10800,6,1,1
2164,Chambers,John,M,Winfield,Meat Cutter,Meats,Kelowna,Stores,50.10164622,5.565281221,61.90353255,Stores,900,10800,4,0,0
2165,Cordes,Richard,M,Kitimat,Meat Cutter,Meats,Terrace,Stores,36.86216069,4.630229275,28.37185243,Stores,900,10800,6,2,1
2166,Crump,Marion,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,40.42403621,5.379050117,58.10744501,Stores,900,10800,9,1,0
2167,McCabe,Karen,F,Vernon,Meat Cutter,Meats,Vernon,Stores,30.20270171,4.648977857,13.59702762,Stores,900,10800,1,2,1
2168,Childress,William,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,29.14930303,4.160556193,0.0,Stores,1000,12000,7,1,0
2169,Reuter,Cynthia,F,Qualicum Beach,Meat Cutter,Meats,Nanaimo,Stores,36.54373538,5.293025382,25.61006597,Stores,900,10800,6,3,1
2170,Murphy,John,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,32.61171616,7.832165709,14.97226585,Stores,2000,24000,9,3,0
2171,Lightle,Keith,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,47.37376788,3.8637635969999997,64.172129,Stores,1000,12000,2,3,0
2172,Rodriguez,Jeanette,F,Gibsons,Processed Foods Manager,Processed Foods,West Vancouver,Stores,43.0500696,3.216352333,51.93683169,Stores,11000,132000,13,1,0
2173,Tilley,Paul,M,Burnaby,Produce Clerk,Produce,Burnaby,Stores,42.93951671,2.942144718,76.75828001,Stores,2000,24000,1,3,0
2174,Schneider,Johnie,F,Langley,Dairy Person,Dairy,Langley,Stores,44.01677171,4.105897432,126.5105503,Stores,1000,12000,4,3,0
2175,Kornegay,Christopher,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,41.64292611,3.1277750319999997,37.02834111,Stores,1000,12000,13,0,0
2176,Woodward,Emma,F,Victoria,Meat Cutter,Meats,Victoria,Stores,36.02777737,4.223408569,65.43119933,Stores,900,10800,7,2,0
2177,Krout,Paul,M,Burnaby,Produce Clerk,Produce,Burnaby,Stores,53.13936431,4.872330461000001,84.22983808,Stores,2000,24000,12,3,0
2178,Krause,Barbara,F,Prince George,Meat Cutter,Meats,Prince George,Stores,47.74418087,3.356829217,126.87136840000001,Stores,900,10800,0,3,1
2179,Elmore,Pearl,F,Langley,Meat Cutter,Meats,Langley,Stores,46.986327200000005,2.629968095,93.38128952,Stores,900,10800,2,2,0
2180,Liu,Clifton,M,Chetwynd,Meat Cutter,Meats,Prince George,Stores,46.22494633,3.1686188339999997,62.17414366,Stores,900,10800,1,2,0
2181,Ferguson,Earl,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,46.32852217,4.994080625,79.54260342,Stores,900,10800,7,3,1
2182,Taylor,Andrew,M,Summerland,Meat Cutter,Meats,Kelowna,Stores,47.13217908,5.7828254160000006,59.06424318,Stores,900,10800,1,3,1
2183,Pitman,Judy,F,Victoria,Meat Cutter,Meats,Victoria,Stores,38.54752289,6.5414336639999995,57.78878622,Stores,900,10800,4,1,0
2184,McCraw,Robert,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,28.87307303,3.0171158,36.66496493,Stores,1000,12000,11,1,0
2185,Cox,Louis,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,42.57494526,3.826961655,46.89646647,Stores,1000,12000,10,3,0
2186,Arnett,Daniel,M,Kamloops,Meat Cutter,Meats,Kamloops,Stores,44.32272807,5.539249982,18.41157271,Stores,900,10800,4,1,1
2187,Wood,Steven,M,Richmond,Processed Foods Manager,Processed Foods,Richmond,Stores,40.39860383,2.808310225,45.46391554,Stores,11000,132000,2,0,0
2188,Smith,Priscilla,F,Victoria,Meat Cutter,Meats,Victoria,Stores,47.28990121,6.256591917000001,89.92029375,Stores,900,10800,11,2,0
2189,Trahan,Callie,F,Enderby,Meat Cutter,Meats,Vernon,Stores,31.77954346,2.862801932,0.160926367,Stores,900,10800,12,2,0
2190,Sloan,Robert,M,Trail,Meat Cutter,Meats,Trail,Stores,39.69002505,6.126403606,59.38383429,Stores,900,10800,2,2,1
2191,Stone,Terry,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,50.80529854,4.098577111,137.00634480000002,Stores,900,10800,8,2,0
2192,Drake,Stephen,M,Vancouver,Produce Clerk,Produce,Vancouver,Stores,46.47541243,5.509221895,75.10040736,Stores,2000,24000,10,0,0
2193,Senn,Edmund,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,42.2362016,5.602798317,9.255731308,Stores,900,10800,14,0,0
2194,Poole,Claudia,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,35.50956485,5.553425448,50.14251329,Stores,900,10800,12,0,0
2195,Johnson,Alice,F,Hope,Meat Cutter,Meats,Chilliwack,Stores,37.14053214,4.342826147,58.12530155,Stores,900,10800,0,1,0
2196,Carr,Cecil,M,Victoria,Meat Cutter,Meats,Victoria,Stores,42.16465729,5.147397238,34.37025296,Stores,900,10800,13,2,0
2197,Segovia,Kathy,F,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,46.80297302,3.5884187310000004,72.10286440000002,Stores,900,10800,8,3,1
2198,Strauss,Michael,M,Terrace,Dairy Person,Dairy,Terrace,Stores,67.3612804,5.139659839,150.3511465,Stores,1000,12000,1,2,0
2199,Penton,Norman,M,Squamish,Meat Cutter,Meats,Squamish,Stores,55.45083498,4.768839506,62.24443968,Stores,900,10800,6,1,0
2200,Buscher,Van,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,44.06537688,3.9061853510000004,45.11878616,Stores,1000,12000,0,0,0
2201,Bourbeau,Barbra,F,Hope,Meat Cutter,Meats,Chilliwack,Stores,45.93177115,6.044299046,64.48340278,Stores,900,10800,14,3,0
2202,Durocher,Blanche,F,Coquitlam,Meat Cutter,Meats,Nanaimo,Stores,25.89283687,6.367146497,0.0,Stores,900,10800,9,0,1
2203,Ruiz,Gail,F,Vancouver,Produce Clerk,Produce,Vancouver,Stores,41.95180509,2.6589298880000003,67.51218276,Stores,2000,24000,9,0,0
2204,Gillispie,Pamela,F,Vancouver,Baker,Bakery,Vancouver,Stores,42.77689227,5.511921928,93.45297623,Stores,1500,18000,9,0,0
2205,Wells,Florine,F,Vancouver,Baker,Bakery,Vancouver,Stores,50.31376927,5.558713697999999,111.7055828,Stores,1500,18000,11,1,0
2206,Krause,Gary,M,Penticton,Meat Cutter,Meats,Kelowna,Stores,37.39528911,5.67102052,24.90538271,Stores,900,10800,13,1,0
2207,Stump,Martha,F,Vancouver,Baker,Bakery,Vancouver,Stores,65.26904935,5.529244337000001,234.21045469999999,Stores,1500,18000,3,2,0
2208,Kennedy,Lynn,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,33.63752018,3.505359055,52.142822100000004,Stores,1000,12000,6,2,0
2209,Brinson,Lindsey,F,Vernon,Meat Cutter,Meats,Vernon,Stores,50.47431619,4.645106248,87.12646918,Stores,900,10800,4,2,0
2210,Gwynn,Herman,M,Kelowna,Meat Cutter,Meats,Kelowna,Stores,32.91452632,5.807487502000001,46.75346397,Stores,900,10800,6,2,1
2211,Thomas,Clara,F,Victoria,Meat Cutter,Meats,Victoria,Stores,29.00315453,1.331818322,14.73854472,Stores,900,10800,4,1,1
2212,Isaacs,Laura,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,49.03541919,5.816993868,155.5370027,Stores,1000,12000,11,3,0
2213,Berry,Christina,F,Vancouver,Baker,Bakery,Vancouver,Stores,51.4460449,2.765426217,129.5432027,Stores,1500,18000,7,1,0
2214,Lemon,Lizabeth,F,Prince George,Meat Cutter,Meats,Prince George,Stores,60.57474678,5.358083913,181.6342485,Stores,900,10800,11,0,0
2215,Maxwell,Jasmine,F,Vancouver,Baker,Bakery,Vancouver,Stores,45.75160772,3.228296622,100.5611005,Stores,1500,18000,11,3,0
2216,Crow,Kevin,M,Burnaby,Meat Cutter,Meats,Burnaby,Stores,39.71334589,6.219701219,10.78571773,Stores,900,10800,0,1,1
2217,Knight,Anna,F,Victoria,Meat Cutter,Meats,Victoria,Stores,60.14138582,4.026542663,173.3840876,Stores,900,10800,9,3,0
2218,Langford,Melinda,F,Vancouver,Baker,Bakery,Vancouver,Stores,47.16046441,5.638300547,81.69332659,Stores,1500,18000,8,2,0
2219,Bunch,Julia,F,Vernon,Meat Cutter,Meats,Vernon,Stores,49.63393262,4.496685311,49.197509499999995,Stores,900,10800,13,1,0
2220,Atchison,Richard,M,Victoria,Meat Cutter,Meats,Victoria,Stores,37.73041316,5.923759412999999,13.46888532,Stores,900,10800,9,0,1
2221,McMurray,Melanie,F,Vancouver,Baker,Bakery,Vancouver,Stores,36.67060079,3.957343269,50.86532918,Stores,1500,18000,0,2,0
2222,Johnson,Winfred,M,Vancouver,Baker,Bakery,Vancouver,Stores,38.14419493,4.577209345,45.20875612,Stores,1500,18000,7,0,0
2223,Flores,Lillian,F,Victoria,Meat Cutter,Meats,Victoria,Stores,45.6453869,4.533299444,118.2411886,Stores,900,10800,13,2,1
2224,Galvan,Louis,M,Tofino,Meat Cutter,Meats,Nanaimo,Stores,42.80313173,2.4791809369999998,46.5315185,Stores,900,10800,8,3,1
2225,Armstrong,Harry,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,69.18941178,3.139270525,155.6722669,Stores,900,10800,3,1,1
2226,Barnes,Julio,M,Vancouver,Baker,Bakery,Vancouver,Stores,46.40737479,4.708182358,42.98401804,Stores,1500,18000,6,3,0
2227,McClain,Thomas,M,Fort St John,Meat Cutter,Meats,Fort St John,Stores,31.93540281,5.4204338629999995,22.86683755,Stores,900,10800,3,0,1
2228,Dobbins,Douglas,M,Grasmere,Meat Cutter,Meats,Cranbrook,Stores,32.62073669,2.643395751,23.45417887,Stores,900,10800,5,3,0
2229,Rojo,Lewis,M,Vancouver,Baker,Bakery,Vancouver,Stores,50.58938716,3.890555388,128.5396188,Stores,1500,18000,0,0,0
2230,Johnson,Kyle,M,Victoria,Meat Cutter,Meats,Victoria,Stores,40.269673700000006,2.88457184,0.0,Stores,900,10800,6,3,1
2231,Jennings,William,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.48584924,5.646447802000001,43.97516998,Stores,1500,18000,14,3,0
2232,Velez,Brenda,F,Manning Park,Meat Cutter,Meats,Chilliwack,Stores,35.36656841,6.376282423999999,17.25203656,Stores,900,10800,11,2,1
2233,Petty,Mary,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,64.96005896,7.215176132000001,176.61117109999998,Stores,900,10800,11,1,1
2234,Flickinger,Teresa,F,Victoria,Meat Cutter,Meats,Victoria,Stores,36.62005456,4.430698656000001,95.12889057,Stores,900,10800,9,3,0
2235,Smith,Tina,F,Vancouver,Baker,Bakery,Vancouver,Stores,52.2047818,3.368441995,130.8243098,Stores,1500,18000,10,1,0
2236,Pringle,Mack,M,Victoria,Meat Cutter,Meats,Victoria,Stores,39.42868326,1.947468385,38.874775799999995,Stores,900,10800,14,3,0
2237,Pennington,Lynn,M,Richmond,Customer Service Manager,Customer Service,Richmond,Stores,28.46509226,1.949599255,0.0,Stores,11000,132000,7,2,0
2238,Hansen,James,M,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,29.75672109,4.991871742,0.0,Stores,900,10800,8,2,0
2239,Patten,Sylvia,F,Kitimat,Dairy Person,Dairy,Terrace,Stores,45.03834975,2.813930829,70.84063658,Stores,1000,12000,6,1,0
2240,Gravelle,Amy,F,Comox,Meat Cutter,Meats,Nanaimo,Stores,22.17594427,4.430762935,0.0,Stores,900,10800,12,1,1
2241,North,Jennifer,F,Chilliwack,Meat Cutter,Meats,Chilliwack,Stores,60.51903765,4.00076549,139.2420007,Stores,900,10800,5,3,0
2242,Castro,William,M,Sardis,Meat Cutter,Meats,Chilliwack,Stores,41.15149429,4.390640666,56.56918662,Stores,900,10800,4,3,0
2243,Grote,Rosalyn,F,Tofino,Meat Cutter,Meats,Nanaimo,Stores,46.95301543,2.175421071,97.43390071,Stores,900,10800,10,2,1
2244,Desmarais,Michael,M,Sorrento,Meat Cutter,Meats,Kamloops,Stores,25.13490999,7.0940852020000005,0.0,Stores,900,10800,4,3,0
2245,Price,Charles,M,Richmond,Meat Cutter,Meats,Richmond,Stores,58.76292202,3.921795049,107.48687340000002,Stores,900,10800,12,2,1
2246,Jaynes,William,M,Vancouver,Baker,Bakery,Vancouver,Stores,39.18471316,1.739139252,25.51964407,Stores,1500,18000,14,2,0
2247,Diaz,Judy,F,Nakusp,Produce Manager,Produce,Nelson,Stores,13.00128706,6.109721423,0.0,Stores,11000,132000,9,3,0
2248,Miller,Robert,M,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,38.04020394,4.091479606,34.48168297,Stores,900,10800,2,0,1
2249,Hazelwood,Bess,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,48.19972008,5.1494920319999995,83.82662926,Stores,1000,12000,6,2,0
2250,Davidson,Alexandra,F,Vancouver,Baker,Bakery,Vancouver,Stores,55.14916143,1.692511,164.08034569999998,Stores,1500,18000,14,2,0
2251,Risch,Elvin,M,Victoria,Meat Cutter,Meats,Victoria,Stores,51.07416861,1.8366248840000001,94.94994333,Stores,900,10800,11,0,1
2252,Neely,Kathleen,F,Vancouver,Baker,Bakery,Vancouver,Stores,45.17259857,5.101301591,115.95471859999999,Stores,1500,18000,3,1,0
2253,Weir,Adam,M,Fernie,Meat Cutter,Meats,Cranbrook,Stores,48.63062868,5.4551380289999996,80.96500583,Stores,900,10800,2,3,0
2254,Wasinger,Susan,F,Wildwood,Meat Cutter,Meats,Nanaimo,Stores,26.44900108,5.3783540510000005,0.0,Stores,900,10800,4,3,1
2255,Campbell,Dennis,M,West Vancouver,Customer Service Manager,Customer Service,West Vancouver,Stores,52.39845283,5.068400348,65.29851177,Stores,11000,132000,6,3,0
2256,Gaudreau,Margaret,F,Richmond,Meat Cutter,Meats,Richmond,Stores,28.15389067,4.202907229,1.669832803,Stores,900,10800,3,3,0
2257,Valadez,Annie,F,Vancouver,Baker,Bakery,Vancouver,Stores,38.81630623,6.353956168,45.94710795,Stores,1500,18000,3,2,0
2258,Dibble,Manuela,F,Kamloops,Meat Cutter,Meats,Kamloops,Stores,39.96175866,4.809418900000001,75.76291695,Stores,900,10800,10,0,1
2259,Fleischer,Delia,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,36.74605823,5.899721153,0.0,Stores,2000,24000,13,1,0
2260,Monk,Linda,F,Port Hardy,Meat Cutter,Meats,Nanaimo,Stores,33.71079317,8.397538273,0.0,Stores,900,10800,2,2,0
2261,Gonzales,Charlotte,F,Prince George,Meat Cutter,Meats,Prince George,Stores,48.43577199,5.244962527,139.1187261,Stores,900,10800,7,0,0
2262,Thompson,Christopher,M,Victoria,Meat Cutter,Meats,Victoria,Stores,62.25296651,6.182176671000001,170.826866,Stores,900,10800,11,3,1
2263,Johnson,Jennifer,F,Victoria,Meat Cutter,Meats,Victoria,Stores,43.89843265,6.1734925039999995,32.72988337,Stores,900,10800,14,2,0
2264,Clark,Lorraine,F,Sidney,Meat Cutter,Meats,Victoria,Stores,42.3939824,4.97584095,117.05438410000001,Stores,900,10800,1,1,1
2265,Randolph,Susan,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,32.25456589,3.205741766,21.38609958,Stores,900,10800,12,3,0
2266,Taylor,Jennifer,F,North Vancouver,Dairy Person,Dairy,North Vancouver,Stores,50.41475845,4.53515803,44.65787986,Stores,1000,12000,3,3,0
2267,Gardner,Frank,M,Campbell River,Meat Cutter,Meats,Nanaimo,Stores,52.88292639,5.324366606,97.54137273,Stores,900,10800,9,1,1
2268,Tucker,Minnie,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,33.44307264,6.3141694070000005,33.81130611,Stores,900,10800,11,1,1
2269,Weisz,Lisa,F,Port Coquitlam,Customer Service Manager,Customer Service,Port Coquitlam,Stores,41.9017825,6.544205744,79.33622372,Stores,11000,132000,1,1,0
2270,Robinson,Andrew,M,Victoria,Meat Cutter,Meats,Victoria,Stores,42.69614344,5.283717287,53.76593269,Stores,900,10800,2,0,1
2271,Cook,Maude,F,Victoria,Meat Cutter,Meats,Victoria,Stores,29.11514039,4.679469254,0.0,Stores,900,10800,9,1,0
2272,William,Bonnie,F,Surrey,Meat Cutter,Meats,Surrey,Stores,35.37398336,7.335032088999999,0.0,Stores,900,10800,12,1,0
2273,Michie,Brittany,F,Vancouver,Baker,Bakery,Vancouver,Stores,44.815575700000004,5.721586303,102.12434809999999,Stores,1500,18000,3,0,0
2274,Jones,Helen,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,46.48454411,5.082914001000001,139.5149534,Stores,2000,24000,10,0,0
2275,Leon,Melanie,F,Ganges,Meat Cutter,Meats,Victoria,Stores,39.36228942,4.123506041000001,42.93263481,Stores,900,10800,8,1,1
2276,Cole,Theresa,F,Vancouver,Baker,Bakery,Vancouver,Stores,38.69185179,5.311376253,50.08330868,Stores,1500,18000,4,3,0
2277,Curtis,Benjamin,M,Black Point,Meat Cutter,Meats,Vernon,Stores,49.66178774,1.567530155,99.61879429999999,Stores,900,10800,8,3,1
2278,Olmo,Ruth,F,Courtenay,Meat Cutter,Meats,Nanaimo,Stores,42.08170824,6.087322375,62.1025147,Stores,900,10800,3,3,1
2279,Williams,Velma,F,Pender Harbour,Meat Cutter,Meats,Victoria,Stores,44.67307822,2.580100304,88.78985668,Stores,900,10800,6,1,0
2280,Klass,Emanuel,M,New Westminster,Meat Cutter,Meats,New Westminster,Stores,56.86717805,4.801087295,99.84998727,Stores,900,10800,12,2,0
2281,Markel,Emma,F,Chilliwack,Dairy Person,Dairy,Chilliwack,Stores,59.94902282,0.62262149,109.0643048,Stores,1000,12000,5,0,0
2282,Jimenez,Vivian,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,34.0778634,3.909855595,0.506135647,Stores,900,10800,4,1,1
2283,Flores,Carrie,F,Nanaimo,Meat Cutter,Meats,Nanaimo,Stores,40.95722997,3.8680929039999996,89.54654108,Stores,900,10800,0,3,1
2284,Johnson,Edward,M,Topley,Dairy Person,Dairy,Prince George,Stores,26.55875428,3.243592482,15.09349378,Stores,1000,12000,14,2,0
2285,Frechette,Dorothy,F,Richmond,Dairy Person,Dairy,Richmond,Stores,48.06678574,5.036899896,113.10297949999999,Stores,1000,12000,3,0,0
2286,Beck,Claire,F,New Westminster,Meat Cutter,Meats,New Westminster,Stores,49.27796903,4.522626726,128.16832069999998,Stores,900,10800,5,0,0
2287,Terrazas,Tracey,F,Fort St John,Meat Cutter,Meats,Fort St John,Stores,38.85773105,2.982424983,26.05273587,Stores,900,10800,14,0,0
2288,Dent,Carlos,M,Vancouver,Dairy Person,Dairy,Vancouver,Stores,46.32923557,5.727352187,56.529094900000004,Stores,1000,12000,0,1,0
2289,Torres,Willie,M,Victoria,Meat Cutter,Meats,Victoria,Stores,33.37469491,3.8144372360000003,0.0,Stores,900,10800,5,3,0
2290,Record,Ernestine,F,Houston,Meat Cutter,Meats,Terrace,Stores,25.111877300000003,6.392528627999999,0.0,Stores,900,10800,11,0,0
2291,Pagan,Kristen,F,Hansard,Dairy Person,Dairy,Prince George,Stores,46.55655861,7.735090051,115.1942612,Stores,1000,12000,5,1,0
2292,Bonk,Beulah,F,Vancouver,Dairy Person,Dairy,Vancouver,Stores,39.57514152,3.558463438,63.57722237,Stores,1000,12000,13,0,0
2293,Allen,Jeanette,F,Vancouver,Baker,Bakery,Vancouver,Stores,37.59216688,3.0636682810000004,40.92542987,Stores,1500,18000,10,0,0
2294,Barnett,Marcus,M,Vancouver,Baker,Bakery,Vancouver,Stores,33.76114925,6.618054367999999,17.64889653,Stores,1500,18000,5,2,0
2295,Hollier,Jane,F,Victoria,Meat Cutter,Meats,Victoria,Stores,41.51408387,4.382027498,92.04145175,Stores,900,10800,1,0,0
2296,Sparacino,Marian,F,Salmon Valley,Meat Cutter,Meats,Prince George,Stores,56.83050407,5.316834511000001,144.3203923,Stores,900,10800,10,2,0
2297,Martinez,Callie,F,Port Coquitlam,Meat Cutter,Meats,Port Coquitlam,Stores,46.82260306,4.019548963,98.48668514,Stores,900,10800,5,0,0
2298,Gragg,Barbara,F,Burnaby,Produce Clerk,Produce,Burnaby,Stores,50.36904229,5.537663677,70.70001862,Stores,2000,24000,13,0,0
2299,Santos,Stanley,M,Victoria,Meat Cutter,Meats,Victoria,Stores,38.43558076,6.887633975,11.74457846,Stores,900,10800,5,1,0
2300,White,Robert,M,Victoria,Meat Cutter,Meats,Victoria,Stores,36.80603793,3.694461482,37.48818403,Stores,900,10800,3,0,1
